Report_Date,Case ID,Source,Event Type,Portfolio,OneCode,Location,ClientName,Scheme,Team Name,Process Name,Process Group,Current Outsourcing Team,Onshore/Offshore,Scan+2,Site,Manual/RPA,Critical,Forthcoming Event,Operational Location,Current Activity User,Consented/Non consented,Mercer Consented,Vulnerable Customer,Start Date,Create Date,Data Type,Target Date,End Date,Within SLA,No of Days,Days to Target,Pend Case,No of days in pend,Regulatory Date (disclosure),Pend Reason
03-03-2025,01c89dd5-5f65-4a07-a0d1-b6f164c57480,Phone,Request,Debt,bgq-67369,London,Shah-Drake,Monitored optimizing capability,Team C,Processing,Group 2,Team X,Onshore,28-02-2025,Singapore,Manual,Yes,No,New York,qcarter,Consented,Yes,No,26-02-2025,26-02-2025,Complaint,06-03-2025,03-03-2025,Within SLA,3,,No,0,28-02-2025,
03-03-2025,e356abf8-c79f-4ab8-bbc8-64e00ecb71d7,Paper,Follow-up,Equity,pvj-07216,Sydney,"Brock, Mullins and Shaw",Horizontal next generation matrices,Team B,Processing,Group 1,Team Y,Offshore,26-02-2025,New York,Manual,No,No,Sydney,bball,Non consented,No,Yes,21-02-2025,24-02-2025,Transaction,04-03-2025,,Within SLA,6,1,Yes,3,28-02-2025,Awaiting Docs
03-03-2025,933a0446-0b31-4e29-be88-3c86f7d96147,Paper,Change,Equity,WBW-49330,Sydney,Stewart Inc,Compatible contextually-based forecast,Team C,Audit,Group 1,Team Y,Onshore,27-02-2025,London,RPA,No,Yes,London,tparker,Consented,Yes,Yes,23-02-2025,25-02-2025,Complaint,03-03-2025,,Within SLA,5,0,No,0,01-03-2025,
03-03-2025,e6bdffdd-3cc6-422d-81c3-b5d239786515,Email,Closure,Debt,khH-02614,Sydney,Velazquez-Mccoy,Decentralized fault-tolerant flexibility,Team B,Approval,Group 2,Team X,Onshore,27-02-2025,Mumbai,RPA,No,No,Sydney,christopher91,Consented,No,Yes,24-02-2025,25-02-2025,Query,03-03-2025,03-03-2025,Within SLA,5,,No,0,01-03-2025,
03-03-2025,8d4f66eb-eebf-4408-ab87-3b55a69f014d,Phone,Change,Hybrid,BwJ-58592,Mumbai,Maldonado-Contreras,Progressive background software,Team B,Processing,Group 1,Team X,Offshore,27-02-2025,New York,Manual,No,No,Mumbai,fmorse,Consented,No,Yes,23-02-2025,25-02-2025,Transaction,04-03-2025,03-03-2025,Within SLA,5,,Yes,3,28-02-2025,System Issue
03-03-2025,cb436082-f58f-4293-8725-29596c4c3d03,Email,Closure,Equity,fcb-27664,New York,Weaver-Taylor,Progressive transitional throughput,Team A,Approval,Group 2,Team Y,Onshore,28-02-2025,Sydney,Manual,No,No,Mumbai,amymays,Consented,No,No,23-02-2025,26-02-2025,Transaction,26-02-2025,,Breech,5,-5,Yes,2,01-03-2025,Awaiting Docs
03-03-2025,9356af4f-4e2d-458b-8f3d-35c0045f325c,Phone,Follow-up,Debt,cec-40550,Singapore,Waller Ltd,Sharable executive solution,Team C,Audit,Group 1,Team X,Onshore,26-02-2025,London,RPA,No,No,Mumbai,candiceperez,Consented,Yes,Yes,24-02-2025,24-02-2025,Transaction,27-02-2025,03-03-2025,Breech,5,,No,0,28-02-2025,
03-03-2025,c9cb62b7-5099-41e3-9d12-5e634e47df60,Paper,Closure,Hybrid,hVm-98104,New York,Scott-Green,Sharable multi-tasking customer loyalty,Team B,Approval,Group 2,Team X,Offshore,28-02-2025,Mumbai,RPA,No,Yes,Singapore,franciscoaguirre,Consented,Yes,No,24-02-2025,26-02-2025,Transaction,28-02-2025,,Breech,5,-3,No,0,27-02-2025,
03-03-2025,a237beb9-22b4-402a-a584-b38a6dfca463,Email,Change,Debt,rwj-72130,New York,Brown LLC,Configurable system-worthy algorithm,Team B,Processing,Group 1,Team X,Onshore,27-02-2025,Mumbai,RPA,Yes,Yes,New York,aaronnewman,Consented,No,No,24-02-2025,25-02-2025,Complaint,04-03-2025,03-03-2025,Within SLA,5,,No,0,28-02-2025,
03-03-2025,85dc5fd8-a3f1-43a1-bef5-4ccf93b32ff6,Paper,Follow-up,Equity,eYq-16297,New York,Mcdonald-Gardner,Devolved secondary challenge,Team A,Validation,Group 2,Team X,Onshore,27-02-2025,New York,RPA,Yes,No,London,cuevasjoshua,Consented,Yes,Yes,24-02-2025,25-02-2025,Query,05-03-2025,03-03-2025,Within SLA,5,,Yes,3,27-02-2025,Other
03-03-2025,c8e5f392-78dc-4795-83c9-e0817847701a,Paper,Follow-up,Debt,vgg-95753,Singapore,Price LLC,Operative responsive access,Team A,Audit,Group 1,Team X,Offshore,28-02-2025,Mumbai,RPA,No,No,London,bobbysimon,Consented,Yes,Yes,26-02-2025,26-02-2025,Query,04-03-2025,03-03-2025,Within SLA,3,,No,0,28-02-2025,
03-03-2025,58bc511d-f3e0-49e0-8d8e-5262d02144f9,Phone,Closure,Equity,hHz-63088,Singapore,"Watson, Beck and Bowman",Universal scalable moderator,Team A,Audit,Group 2,Team X,Offshore,28-02-2025,Mumbai,Manual,Yes,Yes,New York,wlamb,Non consented,Yes,Yes,25-02-2025,26-02-2025,Complaint,28-02-2025,,Breech,4,-3,Yes,3,27-02-2025,Client Response
03-03-2025,63642208-3e63-49c6-888e-8e98d69f9309,Portal,Follow-up,Debt,Kdc-31395,Sydney,Martinez Ltd,Expanded uniform hardware,Team B,Audit,Group 2,Team Z,Offshore,28-02-2025,Mumbai,RPA,No,Yes,Sydney,millerclaire,Non consented,No,Yes,25-02-2025,26-02-2025,Complaint,28-02-2025,,Breech,4,-3,No,0,28-02-2025,
03-03-2025,bb84461e-33b0-4f72-b7a3-c73090c9489c,Phone,Closure,Debt,iNf-38724,Mumbai,Moore Ltd,Synergistic 4thgeneration archive,Team A,Validation,Group 1,Team X,Onshore,28-02-2025,Sydney,RPA,Yes,No,Singapore,jeffreyparker,Non consented,No,No,26-02-2025,26-02-2025,Transaction,07-03-2025,03-03-2025,Within SLA,3,,Yes,1,27-02-2025,System Issue
03-03-2025,1da032dc-f091-49d7-9356-fc6f712f5efd,Phone,Closure,Hybrid,HGS-71525,Mumbai,Foley Ltd,Front-line system-worthy focus group,Team C,Processing,Group 2,Team Z,Offshore,27-02-2025,New York,Manual,No,No,London,greed,Consented,No,Yes,23-02-2025,25-02-2025,Transaction,27-02-2025,03-03-2025,Breech,5,,Yes,1,28-02-2025,Awaiting Docs
03-03-2025,75e7cc94-5110-46e0-909a-84ad6a3d8c29,Paper,Request,Hybrid,xcI-60146,New York,"Torres, Bailey and Reed",Adaptive logistical algorithm,Team A,Validation,Group 2,Team Y,Offshore,28-02-2025,Mumbai,Manual,No,Yes,New York,ronaldwu,Consented,No,Yes,25-02-2025,26-02-2025,Complaint,03-03-2025,03-03-2025,Within SLA,4,,Yes,2,28-02-2025,System Issue
03-03-2025,cbabf644-baef-41a6-9c6d-892dbfeb8535,Paper,Closure,Debt,DDq-79809,Singapore,"Fowler, Goodman and Hughes",Secured leadingedge Graphic Interface,Team B,Processing,Group 2,Team X,Offshore,26-02-2025,New York,RPA,No,No,London,allison21,Consented,No,Yes,23-02-2025,24-02-2025,Complaint,04-03-2025,03-03-2025,Within SLA,5,,Yes,6,28-02-2025,System Issue
03-03-2025,82514a24-0ce7-4970-8459-c268f083801f,Paper,Follow-up,Debt,lrL-88903,Singapore,Kennedy-Richards,Universal discrete middleware,Team A,Processing,Group 2,Team X,Onshore,26-02-2025,Singapore,RPA,Yes,Yes,New York,ginaoconnor,Consented,Yes,No,23-02-2025,24-02-2025,Transaction,26-02-2025,,Breech,5,-5,No,0,01-03-2025,
03-03-2025,1bfa97fe-7edb-4277-a58d-b8c975948713,Portal,Change,Hybrid,jMd-80552,Singapore,Williams-Clark,Fundamental optimal circuit,Team A,Approval,Group 2,Team X,Onshore,28-02-2025,Singapore,RPA,Yes,Yes,Singapore,anneflowers,Non consented,No,Yes,25-02-2025,26-02-2025,Complaint,28-02-2025,,Breech,4,-3,No,0,01-03-2025,
03-03-2025,db78269e-cffa-4700-9fb3-7294db71a9a0,Phone,Closure,Equity,oyS-30376,New York,Phillips and Sons,Object-based motivating strategy,Team C,Processing,Group 2,Team Y,Onshore,27-02-2025,Singapore,RPA,No,No,Singapore,danielbrown,Non consented,Yes,No,22-02-2025,25-02-2025,Complaint,03-03-2025,,Within SLA,5,0,No,0,27-02-2025,
03-03-2025,b913f829-b125-4d76-980b-7dab4c4d610e,Portal,Closure,Equity,wyk-91307,London,"Johnson, Andrews and Rubio",Optional reciprocal service-desk,Team A,Validation,Group 2,Team Y,Offshore,26-02-2025,Mumbai,RPA,No,Yes,London,riceeric,Consented,Yes,Yes,22-02-2025,24-02-2025,Query,27-02-2025,03-03-2025,Breech,5,,No,0,01-03-2025,
03-03-2025,85683fad-652a-4210-9bfa-f6c0ad6652a9,Phone,Request,Debt,ZRc-25611,Sydney,"Johnson, Carter and Taylor",Optimized client-driven frame,Team A,Approval,Group 1,Team Y,Offshore,28-02-2025,Sydney,Manual,No,No,Singapore,adelgado,Non consented,No,Yes,23-02-2025,26-02-2025,Complaint,03-03-2025,03-03-2025,Within SLA,5,,Yes,5,01-03-2025,Client Response
03-03-2025,92ddd969-1b94-420f-883b-76b9a61c814c,Email,Closure,Equity,Hqk-97692,New York,"Bell, Silva and Mays",Triple-buffered content-based hierarchy,Team B,Audit,Group 2,Team Y,Offshore,26-02-2025,London,RPA,Yes,Yes,New York,blankenshipjeffrey,Consented,No,No,24-02-2025,24-02-2025,Query,27-02-2025,,Breech,5,-4,Yes,5,27-02-2025,Other
03-03-2025,a5358dd0-9fed-454a-a228-c88678911f18,Paper,Closure,Equity,peD-13799,Sydney,Gutierrez and Sons,Programmable coherent challenge,Team B,Audit,Group 2,Team Z,Offshore,01-03-2025,New York,RPA,Yes,Yes,Sydney,vaughntravis,Non consented,No,Yes,26-02-2025,27-02-2025,Query,06-03-2025,,Within SLA,3,3,No,0,02-03-2025,
03-03-2025,5a358177-5301-4148-83c8-26b9f536f5f5,Portal,Closure,Hybrid,Hfv-38707,New York,Reed-Small,Exclusive discrete strategy,Team A,Validation,Group 1,Team X,Onshore,27-02-2025,London,Manual,Yes,No,Mumbai,wilsonmike,Consented,Yes,Yes,22-02-2025,25-02-2025,Complaint,28-02-2025,03-03-2025,Breech,5,,No,0,02-03-2025,
03-03-2025,85b9a116-37cd-4b89-8efa-b8b017b51d7e,Phone,Change,Debt,UST-73958,Singapore,Costa and Sons,Future-proofed systematic open system,Team C,Approval,Group 2,Team Y,Onshore,28-02-2025,Sydney,Manual,Yes,No,Mumbai,kyle93,Consented,No,Yes,26-02-2025,26-02-2025,Complaint,06-03-2025,,Within SLA,3,3,Yes,2,01-03-2025,Awaiting Docs
03-03-2025,7813a2d0-7e11-4871-9169-f5769dbb88ac,Email,Change,Equity,gLc-67634,Sydney,"Perry, Cooper and Wall",Optional attitude-oriented strategy,Team A,Approval,Group 1,Team Y,Offshore,01-03-2025,London,RPA,No,No,Singapore,stephanie28,Non consented,Yes,Yes,25-02-2025,27-02-2025,Transaction,28-02-2025,03-03-2025,Breech,4,,Yes,4,01-03-2025,System Issue
03-03-2025,01d837ba-e362-4f9d-a035-de86468fc700,Portal,Request,Debt,eRY-66199,Singapore,Johnson-Matthews,Virtual dynamic definition,Team A,Validation,Group 2,Team Z,Onshore,28-02-2025,Mumbai,RPA,No,No,London,alexanderdonald,Consented,Yes,No,25-02-2025,26-02-2025,Query,05-03-2025,,Within SLA,4,2,Yes,5,28-02-2025,Awaiting Docs
03-03-2025,892fbd47-7be1-41ab-81bf-20a605e42c42,Portal,Follow-up,Hybrid,ZIl-73354,London,Baxter-Jones,Organized well-modulated methodology,Team A,Audit,Group 1,Team Y,Offshore,27-02-2025,London,RPA,Yes,Yes,Mumbai,christinawebb,Consented,Yes,Yes,24-02-2025,25-02-2025,Query,05-03-2025,,Within SLA,5,2,No,0,01-03-2025,
03-03-2025,4624aff1-d5dd-41ac-a7fe-afa9e419f640,Paper,Closure,Debt,CkY-91976,Singapore,"Owens, Wang and Ball",Realigned global alliance,Team B,Processing,Group 2,Team X,Onshore,01-03-2025,Singapore,Manual,No,Yes,Singapore,johnsonpaul,Non consented,No,Yes,25-02-2025,27-02-2025,Query,04-03-2025,03-03-2025,Within SLA,4,,Yes,2,01-03-2025,Other
03-03-2025,a396875b-0c8e-4d1f-9785-d47cbd385f67,Email,Closure,Debt,Zqr-45548,Singapore,Mcfarland-Gonzalez,Balanced object-oriented hub,Team B,Audit,Group 2,Team Y,Onshore,28-02-2025,Mumbai,Manual,No,No,New York,stevenbell,Non consented,Yes,No,24-02-2025,26-02-2025,Transaction,28-02-2025,,Breech,5,-3,No,0,02-03-2025,
03-03-2025,84e49616-3202-4131-89c5-f54edd5969e8,Email,Closure,Debt,qyx-80347,Singapore,"Wright, Spears and Ellis",Profound client-server system engine,Team A,Processing,Group 1,Team Z,Onshore,01-03-2025,Mumbai,Manual,Yes,Yes,Sydney,nrivera,Non consented,Yes,No,25-02-2025,27-02-2025,Query,03-03-2025,,Within SLA,4,0,No,0,02-03-2025,
03-03-2025,2aa29720-652d-4a8b-a71e-12053d8cb261,Portal,Closure,Hybrid,HzA-47072,New York,Johnson-Brown,Universal executive contingency,Team C,Validation,Group 1,Team Y,Offshore,28-02-2025,Mumbai,Manual,No,No,New York,lcook,Non consented,Yes,Yes,26-02-2025,26-02-2025,Complaint,03-03-2025,03-03-2025,Within SLA,3,,No,0,01-03-2025,
03-03-2025,1f804e9c-75b7-486c-be6c-070f2f765c8a,Paper,Closure,Hybrid,StY-13928,Mumbai,"Cherry, Carroll and Olson",Proactive exuding forecast,Team C,Processing,Group 2,Team Y,Offshore,28-02-2025,Sydney,Manual,Yes,Yes,Sydney,ycummings,Non consented,Yes,Yes,26-02-2025,26-02-2025,Query,06-03-2025,03-03-2025,Within SLA,3,,Yes,1,28-02-2025,Awaiting Docs
03-03-2025,c473bc38-05e5-4fe3-b5e3-3cb8eeaf48f9,Email,Change,Debt,stk-45740,Mumbai,Taylor Group,Adaptive tertiary matrix,Team A,Processing,Group 2,Team X,Offshore,01-03-2025,London,Manual,Yes,Yes,Sydney,lori13,Consented,Yes,No,24-02-2025,27-02-2025,Query,03-03-2025,,Within SLA,5,0,Yes,1,01-03-2025,Other
03-03-2025,40f8ebee-36d6-482f-afd2-61e588219dbe,Email,Change,Equity,VMY-10492,Sydney,Thompson-Weeks,Optional neutral process improvement,Team A,Processing,Group 2,Team X,Onshore,01-03-2025,Singapore,Manual,Yes,Yes,New York,walshjulie,Non consented,Yes,Yes,26-02-2025,27-02-2025,Query,07-03-2025,03-03-2025,Within SLA,3,,Yes,1,02-03-2025,Other
03-03-2025,ae0d8b78-917c-45a1-9482-cc2112bf161a,Paper,Closure,Debt,DuR-18567,Sydney,Hoover LLC,Switchable 4thgeneration infrastructure,Team B,Processing,Group 2,Team Y,Offshore,28-02-2025,Mumbai,Manual,Yes,No,Singapore,jeffreyward,Consented,No,Yes,26-02-2025,26-02-2025,Complaint,04-03-2025,03-03-2025,Within SLA,3,,Yes,2,02-03-2025,System Issue
03-03-2025,45aaea6b-dfc6-4890-b426-13ba8e57f5e0,Paper,Request,Debt,dAY-29760,London,Williams-Murray,Stand-alone zero-defect moderator,Team A,Approval,Group 2,Team Z,Onshore,27-02-2025,London,Manual,Yes,Yes,Mumbai,cindyhendrix,Consented,Yes,No,22-02-2025,25-02-2025,Transaction,26-02-2025,,Breech,5,-5,No,0,01-03-2025,
03-03-2025,6a8988cf-84ce-4d29-af85-6c677f358376,Email,Change,Equity,Wqu-97361,Singapore,"Beard, Morgan and Calderon",Public-key responsive system engine,Team A,Processing,Group 2,Team Z,Offshore,01-03-2025,Sydney,Manual,No,Yes,Sydney,jesus49,Consented,Yes,Yes,27-02-2025,27-02-2025,Transaction,10-03-2025,,Within SLA,2,7,Yes,2,02-03-2025,Client Response
03-03-2025,d9e40c4e-ee5a-4d4c-b93c-1a772b58d8fc,Portal,Request,Debt,tte-37702,Singapore,"Foley, Hill and Hamilton",Reactive background budgetary management,Team A,Validation,Group 2,Team Z,Offshore,28-02-2025,London,RPA,Yes,No,Sydney,kelly78,Consented,No,No,25-02-2025,26-02-2025,Query,05-03-2025,,Within SLA,4,2,No,0,28-02-2025,
03-03-2025,a0b60f58-e08b-43dd-b2d7-bb481e24f45e,Portal,Change,Debt,efz-92576,New York,Morales Inc,Fundamental logistical service-desk,Team C,Approval,Group 2,Team Y,Onshore,01-03-2025,London,Manual,No,Yes,London,kimberly28,Consented,No,No,26-02-2025,27-02-2025,Transaction,07-03-2025,,Within SLA,3,4,Yes,2,02-03-2025,System Issue
03-03-2025,d77e0943-fd30-4ed9-9181-b3ef7ed2a5b7,Paper,Follow-up,Hybrid,MNT-98582,Mumbai,Mcguire PLC,Networked coherent infrastructure,Team A,Processing,Group 2,Team Y,Onshore,27-02-2025,New York,RPA,Yes,No,Sydney,kevin56,Non consented,No,No,22-02-2025,25-02-2025,Complaint,03-03-2025,,Within SLA,5,0,No,0,28-02-2025,
03-03-2025,c63c2597-1213-4a0d-9425-21d4ff45fb36,Paper,Follow-up,Hybrid,Tsl-32409,London,"Wilson, Williams and Adkins",Profit-focused 24hour intranet,Team B,Approval,Group 2,Team Y,Offshore,28-02-2025,Mumbai,RPA,No,Yes,New York,richard19,Non consented,Yes,No,23-02-2025,26-02-2025,Transaction,26-02-2025,,Breech,5,-5,Yes,2,28-02-2025,Client Response
03-03-2025,785ba3dd-d994-49f2-afd5-27acd45013bd,Phone,Closure,Hybrid,yze-56388,Sydney,"Butler, May and Cline",Future-proofed responsive firmware,Team C,Processing,Group 1,Team Y,Offshore,27-02-2025,Sydney,Manual,No,Yes,Singapore,weavercindy,Non consented,No,No,23-02-2025,25-02-2025,Transaction,28-02-2025,03-03-2025,Breech,5,,No,0,02-03-2025,
03-03-2025,7d64db45-bf9e-4593-a2ef-be7caf9de4ea,Paper,Closure,Hybrid,gGp-74458,Sydney,Guerrero-Carlson,Progressive global collaboration,Team C,Audit,Group 2,Team X,Onshore,01-03-2025,Sydney,Manual,Yes,No,Sydney,kimberly00,Consented,No,No,27-02-2025,27-02-2025,Complaint,05-03-2025,,Within SLA,2,2,No,0,02-03-2025,
03-03-2025,3fc34137-2cbf-4242-836c-f83005254335,Email,Change,Debt,okQ-50434,Singapore,James Ltd,Monitored responsive projection,Team A,Validation,Group 1,Team Z,Offshore,28-02-2025,Sydney,Manual,No,No,Singapore,gabriel73,Consented,No,No,24-02-2025,26-02-2025,Complaint,04-03-2025,,Within SLA,5,1,No,0,02-03-2025,
03-03-2025,d30e1fc0-d47b-4a9c-b83b-ec1559ddcb0d,Portal,Closure,Debt,TFy-04433,Singapore,Perkins LLC,Intuitive exuding approach,Team B,Approval,Group 2,Team Y,Onshore,28-02-2025,Mumbai,RPA,No,Yes,Singapore,peterellis,Consented,No,No,23-02-2025,26-02-2025,Complaint,04-03-2025,,Within SLA,5,1,No,0,02-03-2025,
03-03-2025,71795639-f08f-48a1-9d65-4a47f62da52d,Portal,Closure,Equity,Kat-35029,Singapore,"Kelly, Black and Cole",Universal human-resource array,Team A,Processing,Group 2,Team X,Onshore,27-02-2025,Mumbai,RPA,No,No,Sydney,sanderson,Non consented,No,Yes,25-02-2025,25-02-2025,Query,04-03-2025,,Within SLA,4,1,Yes,3,28-02-2025,System Issue
03-03-2025,6b3d40fe-85a1-448a-84ed-f2108901c173,Email,Request,Debt,sFP-97738,New York,Ingram-Palmer,Centralized background moratorium,Team C,Processing,Group 2,Team Y,Onshore,27-02-2025,Mumbai,Manual,No,Yes,London,patricia13,Consented,Yes,No,25-02-2025,25-02-2025,Complaint,05-03-2025,03-03-2025,Within SLA,4,,Yes,4,02-03-2025,Client Response
03-03-2025,b86a740f-08c6-4a81-a212-70a697636528,Portal,Request,Debt,pXY-16113,New York,Russell-Shaw,Multi-channeled stable info-mediaries,Team B,Validation,Group 2,Team Z,Onshore,01-03-2025,Sydney,RPA,No,No,Singapore,kelli59,Consented,No,No,27-02-2025,27-02-2025,Query,06-03-2025,,Within SLA,2,3,No,0,02-03-2025,
03-03-2025,f41a6f01-44e7-423c-8d3c-96855534c4ef,Portal,Closure,Hybrid,RIH-70859,Singapore,Davis Ltd,Devolved reciprocal neural-net,Team A,Approval,Group 2,Team Y,Offshore,01-03-2025,Sydney,RPA,Yes,No,Mumbai,santiagoshawn,Non consented,Yes,No,25-02-2025,27-02-2025,Transaction,05-03-2025,,Within SLA,4,2,Yes,1,28-02-2025,Client Response
03-03-2025,58f240ac-e65d-4a6e-8d19-5271adfa5461,Email,Closure,Hybrid,LXQ-98300,London,Cole Group,Quality-focused asymmetric focus group,Team B,Approval,Group 1,Team X,Offshore,01-03-2025,London,RPA,Yes,No,New York,pmcmillan,Consented,Yes,Yes,26-02-2025,27-02-2025,Query,03-03-2025,03-03-2025,Within SLA,3,,No,0,02-03-2025,
03-03-2025,b9ed6643-6804-4f49-9d1c-170ab5d88db0,Phone,Change,Equity,gjr-22759,Sydney,Malone-Lewis,Focused asymmetric help-desk,Team A,Approval,Group 1,Team Y,Offshore,28-02-2025,London,Manual,Yes,No,New York,lauren84,Non consented,Yes,Yes,24-02-2025,26-02-2025,Transaction,03-03-2025,,Within SLA,5,0,No,0,02-03-2025,
03-03-2025,15e471e8-16da-4f1b-8f7b-6f931453d5ca,Paper,Follow-up,Equity,HIt-69519,New York,"Leach, Schwartz and Johnson",Proactive multi-tasking capability,Team B,Processing,Group 1,Team Y,Offshore,01-03-2025,New York,Manual,Yes,No,Mumbai,phillipscharles,Consented,Yes,Yes,25-02-2025,27-02-2025,Complaint,03-03-2025,03-03-2025,Within SLA,4,,No,0,01-03-2025,
03-03-2025,f9d39020-0b1b-4ea4-9a89-1439533e0864,Portal,Closure,Debt,cPh-98822,New York,"Barnes, Smith and Butler",Organized discrete architecture,Team C,Processing,Group 1,Team Y,Onshore,01-03-2025,Sydney,RPA,No,Yes,Singapore,kenneth95,Non consented,Yes,No,25-02-2025,27-02-2025,Transaction,05-03-2025,03-03-2025,Within SLA,4,,Yes,1,01-03-2025,System Issue
03-03-2025,9521b3b2-e7d8-4282-853d-839253c13018,Portal,Request,Debt,FRy-74954,Sydney,Bennett-Nguyen,Progressive 4thgeneration hierarchy,Team C,Approval,Group 2,Team X,Onshore,28-02-2025,Mumbai,Manual,Yes,No,Mumbai,annerodriguez,Consented,No,No,24-02-2025,26-02-2025,Complaint,03-03-2025,,Within SLA,5,0,No,0,01-03-2025,
03-03-2025,7566f52a-f9cb-4b34-9b6c-cd8f55622190,Paper,Change,Equity,QTD-43882,New York,"Fields, Phillips and Martin",User-centric dedicated archive,Team B,Processing,Group 1,Team Y,Offshore,28-02-2025,Singapore,Manual,Yes,No,London,nicholecamacho,Consented,No,Yes,23-02-2025,26-02-2025,Complaint,27-02-2025,,Breech,5,-4,No,0,02-03-2025,
03-03-2025,9a899feb-13b5-4649-b5cb-ca328d60f53c,Email,Request,Hybrid,JbE-88699,Sydney,Jones-Gray,Multi-channeled context-sensitive website,Team C,Audit,Group 2,Team Z,Onshore,01-03-2025,Mumbai,Manual,Yes,No,Mumbai,valeriekeith,Consented,No,Yes,26-02-2025,27-02-2025,Transaction,04-03-2025,,Within SLA,3,1,Yes,4,01-03-2025,System Issue
03-03-2025,de7c8060-2233-4d15-a683-129961092d6e,Paper,Follow-up,Hybrid,smW-67596,New York,Andrews-Richmond,Fully-configurable holistic framework,Team C,Approval,Group 1,Team X,Onshore,27-02-2025,New York,Manual,No,No,New York,rhodesfrederick,Consented,No,Yes,24-02-2025,25-02-2025,Complaint,04-03-2025,,Within SLA,5,1,No,0,01-03-2025,
03-03-2025,90b2ca08-47c0-4d64-8d70-3372f82dc3be,Phone,Request,Equity,FAC-00791,New York,Gallegos Ltd,Integrated zero administration core,Team B,Processing,Group 1,Team Y,Offshore,27-02-2025,Singapore,RPA,No,No,Mumbai,edward09,Non consented,No,Yes,24-02-2025,25-02-2025,Query,03-03-2025,03-03-2025,Within SLA,5,,No,0,28-02-2025,
03-03-2025,57126f1a-4137-4621-b920-4bee3d118df3,Email,Follow-up,Hybrid,tlP-96767,New York,Murphy-Torres,Re-contextualized asymmetric infrastructure,Team C,Audit,Group 2,Team Z,Onshore,28-02-2025,Mumbai,RPA,Yes,No,Mumbai,baileymichael,Consented,Yes,No,23-02-2025,26-02-2025,Transaction,03-03-2025,03-03-2025,Within SLA,5,,No,0,28-02-2025,
03-03-2025,015ad519-5264-4b78-ad79-7b71e53d7fed,Paper,Closure,Hybrid,eTu-10905,New York,Burns Ltd,Persistent composite algorithm,Team B,Validation,Group 1,Team Y,Onshore,01-03-2025,Singapore,RPA,Yes,Yes,Singapore,webbjoseph,Consented,Yes,Yes,27-02-2025,27-02-2025,Complaint,07-03-2025,,Within SLA,2,4,Yes,1,01-03-2025,Client Response
03-03-2025,2912bd56-c8e1-40e2-b103-adb254b0a05c,Phone,Closure,Debt,ePr-06512,New York,Johnson Inc,Reduced user-facing success,Team C,Audit,Group 2,Team Z,Onshore,27-02-2025,London,Manual,No,No,Sydney,anolan,Non consented,Yes,No,25-02-2025,25-02-2025,Query,05-03-2025,03-03-2025,Within SLA,4,,No,0,01-03-2025,
03-03-2025,502b5966-9e92-4d5c-ba52-db504b7d2789,Paper,Closure,Equity,gFK-82855,New York,Castro Inc,Advanced multimedia architecture,Team A,Audit,Group 1,Team Z,Onshore,27-02-2025,London,RPA,No,No,Mumbai,qmcgee,Consented,No,Yes,24-02-2025,25-02-2025,Query,28-02-2025,03-03-2025,Breech,5,,No,0,28-02-2025,
03-03-2025,3395f55f-4124-49f8-9e05-a5105130a9ac,Paper,Follow-up,Equity,wkt-70361,Singapore,"Harrison, Anderson and Conrad",Programmable scalable projection,Team C,Approval,Group 1,Team X,Onshore,01-03-2025,Singapore,Manual,No,No,London,johnsoncindy,Non consented,Yes,Yes,26-02-2025,27-02-2025,Complaint,06-03-2025,03-03-2025,Within SLA,3,,No,0,02-03-2025,
03-03-2025,661621e1-032b-4d87-818a-45d48e92cab0,Email,Change,Hybrid,Ewx-65197,Mumbai,Fritz-Reed,Reverse-engineered directional architecture,Team A,Approval,Group 1,Team X,Onshore,27-02-2025,London,RPA,Yes,Yes,New York,aburgess,Consented,Yes,No,25-02-2025,25-02-2025,Query,04-03-2025,,Within SLA,4,1,Yes,3,28-02-2025,Client Response
03-03-2025,0163c73b-3605-4211-99b7-3d8dd8de18f3,Paper,Request,Equity,TqW-65306,New York,"Lee, Brown and Pierce",Seamless 24hour interface,Team C,Audit,Group 1,Team Z,Onshore,27-02-2025,Singapore,Manual,Yes,Yes,New York,nicholas95,Consented,Yes,No,23-02-2025,25-02-2025,Query,27-02-2025,,Breech,5,-4,No,0,01-03-2025,
03-03-2025,4f4a291c-c42a-4287-97e2-214b65e7daad,Phone,Closure,Equity,iJB-03891,London,Webb Group,Monitored optimal data-warehouse,Team A,Approval,Group 1,Team X,Onshore,27-02-2025,Singapore,Manual,No,No,Singapore,emedina,Non consented,Yes,Yes,22-02-2025,25-02-2025,Complaint,27-02-2025,,Breech,5,-4,No,0,28-02-2025,
03-03-2025,c54050a3-174d-4e99-8b4e-bf5a4e79ef9c,Email,Follow-up,Debt,nxn-33946,London,"Fitzgerald, Barrett and Ward",Triple-buffered heuristic interface,Team A,Processing,Group 1,Team Y,Onshore,27-02-2025,New York,Manual,No,Yes,Sydney,jadams,Non consented,Yes,Yes,25-02-2025,25-02-2025,Transaction,28-02-2025,,Breech,4,-3,Yes,2,28-02-2025,Other
